"","EVENT_DATE","COUNTRY","number"
"661",2001-05-15,"Sierra Leone",15
"662",2001-05-18,"Sierra Leone",5
"663",2001-05-21,"Sierra Leone",3
"664",2001-05-24,"Sierra Leone",1
"665",2001-05-29,"Sierra Leone",1
"666",2001-05-31,"Sierra Leone",1
"667",2001-06-01,"Sierra Leone",1
"668",2001-06-06,"Sierra Leone",1
"669",2001-06-08,"Sierra Leone",1
"670",2001-06-10,"Sierra Leone",1
"671",2001-06-11,"Sierra Leone",1
"672",2001-06-15,"Sierra Leone",8
"673",2001-06-30,"Sierra Leone",1
"674",2001-07-01,"Sierra Leone",3
"675",2001-07-02,"Sierra Leone",2
"676",2001-07-04,"Sierra Leone",2
"677",2001-07-05,"Sierra Leone",1
"678",2001-07-09,"Sierra Leone",1
"679",2001-07-10,"Sierra Leone",2
"680",2001-07-13,"Sierra Leone",1
"681",2001-07-15,"Sierra Leone",4
"682",2001-07-16,"Sierra Leone",2
"683",2001-07-31,"Sierra Leone",3
"684",2001-08-15,"Sierra Leone",3
"685",2001-08-24,"Sierra Leone",2
"686",2001-09-01,"Sierra Leone",2
"687",2001-09-05,"Sierra Leone",1
"688",2001-09-14,"Sierra Leone",1
"689",2001-09-15,"Sierra Leone",6
"690",2001-09-30,"Sierra Leone",2
"691",2001-10-21,"Sierra Leone",1
"692",2001-10-26,"Sierra Leone",1
"693",2001-10-28,"Sierra Leone",1
"694",2001-10-31,"Sierra Leone",3
"695",2001-11-01,"Sierra Leone",1
"696",2001-11-15,"Sierra Leone",4
"697",2001-11-30,"Sierra Leone",2
"698",2001-12-07,"Sierra Leone",1
"699",2001-12-15,"Sierra Leone",1
"700",2001-12-17,"Sierra Leone",1
"701",2001-12-18,"Sierra Leone",1
"702",2001-12-19,"Sierra Leone",1
"703",2001-12-20,"Sierra Leone",1
"704",2001-12-31,"Sierra Leone",1
"705",2002-01-04,"Sierra Leone",1
"706",2002-05-11,"Sierra Leone",1
"707",2002-07-18,"Sierra Leone",2
"708",2002-09-12,"Sierra Leone",1
"709",2003-01-04,"Sierra Leone",1
"710",2003-01-06,"Sierra Leone",1
"711",2003-01-13,"Sierra Leone",1
"712",2003-01-27,"Sierra Leone",1
"713",2003-01-29,"Sierra Leone",1
"714",2003-02-19,"Sierra Leone",1
"715",2003-02-21,"Sierra Leone",1
"716",2003-03-05,"Sierra Leone",1
"717",2003-03-06,"Sierra Leone",1
"718",2003-03-07,"Sierra Leone",1
"719",2003-03-08,"Sierra Leone",1
"720",2003-03-31,"Sierra Leone",2
"721",2003-08-02,"Sierra Leone",1
"722",2003-08-28,"Sierra Leone",1
"723",2003-12-06,"Sierra Leone",1
"724",2003-12-20,"Sierra Leone",1
"725",2003-12-21,"Sierra Leone",1
"726",2004-02-28,"Sierra Leone",1
"727",2004-02-29,"Sierra Leone",1
"728",2004-07-26,"Sierra Leone",1
"729",2004-07-27,"Sierra Leone",1
"730",2004-07-29,"Sierra Leone",1
"731",2004-08-15,"Sierra Leone",1
"732",2004-09-12,"Sierra Leone",1
"733",2004-09-13,"Sierra Leone",1
"734",2004-09-14,"Sierra Leone",1
"735",2004-09-15,"Sierra Leone",2
"736",2004-09-29,"Sierra Leone",1
"737",2004-11-16,"Sierra Leone",2
"738",2005-02-01,"Sierra Leone",1
"739",2005-05-10,"Sierra Leone",1
"740",2005-11-06,"Sierra Leone",1
"741",2005-11-07,"Sierra Leone",1
"742",2005-11-19,"Sierra Leone",1
"743",2006-04-12,"Sierra Leone",1
"744",2007-07-14,"Sierra Leone",1
"745",2007-10-11,"Sierra Leone",1
"746",2007-10-13,"Sierra Leone",1
"747",2008-01-14,"Sierra Leone",2
"748",2008-05-23,"Sierra Leone",1
"749",2008-05-25,"Sierra Leone",1
"750",2008-06-18,"Sierra Leone",1
"751",2008-07-06,"Sierra Leone",1
"752",2008-07-23,"Sierra Leone",2
"753",2008-08-13,"Sierra Leone",2
"754",2008-08-14,"Sierra Leone",1
"755",2008-09-15,"Sierra Leone",1
"756",2008-09-23,"Sierra Leone",1
"757",2008-11-26,"Sierra Leone",1
"758",2009-01-27,"Sierra Leone",1
"759",2009-03-10,"Sierra Leone",1
"760",2009-03-11,"Sierra Leone",1
"761",2009-03-12,"Sierra Leone",2
"762",2009-03-13,"Sierra Leone",3
"763",2009-03-14,"Sierra Leone",1
"764",2009-03-16,"Sierra Leone",1
"765",2009-05-14,"Sierra Leone",1
"766",2009-06-27,"Sierra Leone",1
"767",2009-08-31,"Sierra Leone",1
"768",2009-09-08,"Sierra Leone",1
"769",2009-09-17,"Sierra Leone",2
"770",2009-09-18,"Sierra Leone",2
"771",2009-09-19,"Sierra Leone",1
"772",2009-12-01,"Sierra Leone",2
"773",2010-01-04,"Sierra Leone",3
"774",2010-01-05,"Sierra Leone",3
"775",2010-01-11,"Sierra Leone",1
"776",2010-02-04,"Sierra Leone",1
"777",2010-03-02,"Sierra Leone",1
"778",2010-11-16,"Sierra Leone",1
"779",2010-12-21,"Sierra Leone",1
"780",2011-06-05,"Sierra Leone",1
"781",2011-06-12,"Sierra Leone",1
"782",2011-06-16,"Sierra Leone",1
"783",2011-09-09,"Sierra Leone",2
"784",2011-09-13,"Sierra Leone",1
"785",2011-11-09,"Sierra Leone",1
"786",2011-11-30,"Sierra Leone",1
"787",2011-12-13,"Sierra Leone",1
"788",2012-03-26,"Sierra Leone",1
"789",2012-06-07,"Sierra Leone",1
"790",2012-07-25,"Sierra Leone",1
"791",2012-08-03,"Sierra Leone",2
"792",2012-08-13,"Sierra Leone",1
"793",2012-10-27,"Sierra Leone",1
"794",2012-11-02,"Sierra Leone",2
"795",2013-04-08,"Sierra Leone",1
"796",2013-04-18,"Sierra Leone",1
"797",2013-05-10,"Sierra Leone",1
"798",2013-05-27,"Sierra Leone",1
"799",2013-07-20,"Sierra Leone",1
"800",2013-08-01,"Sierra Leone",1
"801",2013-09-14,"Sierra Leone",1
"802",2013-09-29,"Sierra Leone",1
"803",2013-11-11,"Sierra Leone",1
"804",2013-12-13,"Sierra Leone",1
"805",2014-01-09,"Sierra Leone",1
"806",2014-01-18,"Sierra Leone",1
"807",2014-02-05,"Sierra Leone",1
"808",2014-04-23,"Sierra Leone",1
"809",2014-05-19,"Sierra Leone",1
"810",2014-07-10,"Sierra Leone",1
"811",2014-07-19,"Sierra Leone",1
"812",2014-07-22,"Sierra Leone",1
"813",2014-07-25,"Sierra Leone",1
"814",2014-09-19,"Sierra Leone",1
"815",2014-09-20,"Sierra Leone",1
"816",2014-09-29,"Sierra Leone",1
"817",2014-10-14,"Sierra Leone",1
"818",2014-10-21,"Sierra Leone",1
"819",2014-10-27,"Sierra Leone",1
"820",2014-12-01,"Sierra Leone",1
"821",2015-01-03,"Sierra Leone",1
"822",2015-01-09,"Sierra Leone",1
"823",2015-02-20,"Sierra Leone",1
"824",2015-03-05,"Sierra Leone",1
"825",2015-03-25,"Sierra Leone",1
"826",2015-04-08,"Sierra Leone",1
"827",2015-04-16,"Sierra Leone",1
"828",2015-04-27,"Sierra Leone",2
"829",2015-05-29,"Sierra Leone",1
"830",2015-05-30,"Sierra Leone",1
"831",2015-06-10,"Sierra Leone",1
"832",2015-06-14,"Sierra Leone",1
"833",2015-07-27,"Sierra Leone",2
"834",2015-08-20,"Sierra Leone",1
"835",2015-09-03,"Sierra Leone",1
"836",2015-09-04,"Sierra Leone",2
"837",2015-09-10,"Sierra Leone",1
"838",2015-10-06,"Sierra Leone",1
"839",2015-11-27,"Sierra Leone",1
"840",2015-12-18,"Sierra Leone",1
"841",2015-12-19,"Sierra Leone",2
"842",2016-01-26,"Sierra Leone",1
"843",2016-01-28,"Sierra Leone",1
"844",2016-01-30,"Sierra Leone",1
"845",2016-02-02,"Sierra Leone",1
"846",2016-02-21,"Sierra Leone",1
"847",2016-03-14,"Sierra Leone",2
"848",2016-03-23,"Sierra Leone",1
"849",2016-04-04,"Sierra Leone",2
"850",2016-04-27,"Sierra Leone",1
"851",2016-06-09,"Sierra Leone",1
"852",2016-07-16,"Sierra Leone",1
"853",2016-07-17,"Sierra Leone",1
"854",2016-07-24,"Sierra Leone",1
"855",2016-07-27,"Sierra Leone",1
"856",2016-08-16,"Sierra Leone",1
"857",2016-08-20,"Sierra Leone",1
"858",2016-10-19,"Sierra Leone",1
"859",2016-11-21,"Sierra Leone",2
"860",2016-12-22,"Sierra Leone",1
"861",2017-01-09,"Sierra Leone",1
"862",2017-01-12,"Sierra Leone",1
"863",2017-02-02,"Sierra Leone",1
"864",2017-02-10,"Sierra Leone",1
"865",2017-02-15,"Sierra Leone",1
"866",2017-02-18,"Sierra Leone",2
"867",2017-02-24,"Sierra Leone",1
"868",2017-03-03,"Sierra Leone",1
"869",2017-03-05,"Sierra Leone",1
"870",2017-03-06,"Sierra Leone",1
"871",2017-03-12,"Sierra Leone",1
"872",2017-03-14,"Sierra Leone",1
"873",2017-03-23,"Sierra Leone",4
"874",2017-03-31,"Sierra Leone",1
"875",2017-04-17,"Sierra Leone",1
"876",2017-08-29,"Sierra Leone",1
"877",2017-10-11,"Sierra Leone",1
"878",2017-10-12,"Sierra Leone",1
"879",2017-10-24,"Sierra Leone",1
"880",2017-10-28,"Sierra Leone",1
"881",2017-11-06,"Sierra Leone",1
"882",2018-01-26,"Sierra Leone",1
"883",2018-02-09,"Sierra Leone",1
"884",2018-02-18,"Sierra Leone",1
"885",2018-02-20,"Sierra Leone",1
"886",2018-02-26,"Sierra Leone",1
"887",2018-02-27,"Sierra Leone",1
"888",2018-02-28,"Sierra Leone",11
"889",2018-03-04,"Sierra Leone",1
"890",2018-03-05,"Sierra Leone",1
"891",2018-03-06,"Sierra Leone",1
"892",2018-03-07,"Sierra Leone",2
"893",2018-03-10,"Sierra Leone",1
"894",2018-03-12,"Sierra Leone",5
"895",2018-03-13,"Sierra Leone",1
"896",2018-03-24,"Sierra Leone",1
"897",2018-03-26,"Sierra Leone",1
"898",2018-03-29,"Sierra Leone",1
"899",2018-03-31,"Sierra Leone",2
"900",2018-04-02,"Sierra Leone",1
"901",2018-04-03,"Sierra Leone",1
"902",2018-04-04,"Sierra Leone",2
"903",2018-04-05,"Sierra Leone",2
"904",2018-04-06,"Sierra Leone",2
"905",2018-04-10,"Sierra Leone",1
