"","EVENT_DATE","COUNTRY","number"
"632",2001-02-18,"Sierra Leone",1
"633",2001-02-20,"Sierra Leone",1
"634",2001-02-22,"Sierra Leone",1
"635",2001-02-25,"Sierra Leone",1
"636",2001-02-28,"Sierra Leone",4
"637",2001-03-01,"Sierra Leone",2
"638",2001-03-06,"Sierra Leone",1
"639",2001-03-12,"Sierra Leone",1
"640",2001-03-14,"Sierra Leone",3
"641",2001-03-15,"Sierra Leone",15
"642",2001-03-18,"Sierra Leone",1
"643",2001-03-22,"Sierra Leone",1
"644",2001-03-23,"Sierra Leone",10
"645",2001-03-24,"Sierra Leone",1
"646",2001-03-26,"Sierra Leone",1
"647",2001-03-30,"Sierra Leone",2
"648",2001-03-31,"Sierra Leone",3
"649",2001-04-01,"Sierra Leone",1
"650",2001-04-06,"Sierra Leone",1
"651",2001-04-12,"Sierra Leone",1
"652",2001-04-15,"Sierra Leone",14
"653",2001-04-17,"Sierra Leone",1
"654",2001-04-18,"Sierra Leone",1
"655",2001-04-19,"Sierra Leone",7
"656",2001-04-24,"Sierra Leone",1
"657",2001-04-30,"Sierra Leone",2
"658",2001-05-02,"Sierra Leone",2
"659",2001-05-06,"Sierra Leone",1
"660",2001-05-12,"Sierra Leone",1
