"","EVENT_DATE","COUNTRY","number"
"449",2010-02-16,"Ivory Coast",3
"450",2010-02-17,"Ivory Coast",4
"451",2010-02-18,"Ivory Coast",10
"452",2010-02-19,"Ivory Coast",2
"453",2010-02-20,"Ivory Coast",10
"454",2010-02-22,"Ivory Coast",11
"455",2010-04-29,"Ivory Coast",2
"456",2010-04-30,"Ivory Coast",1
"457",2010-05-06,"Ivory Coast",2
"458",2010-05-24,"Ivory Coast",2
"459",2010-06-18,"Ivory Coast",1
"460",2010-06-30,"Ivory Coast",1
"461",2010-07-22,"Ivory Coast",1
"462",2010-07-29,"Ivory Coast",1
"463",2010-08-17,"Ivory Coast",1
"464",2010-09-22,"Ivory Coast",1
"465",2010-11-01,"Ivory Coast",1
"466",2010-11-19,"Ivory Coast",1
"467",2010-11-22,"Ivory Coast",1
"468",2010-11-25,"Ivory Coast",1
"469",2010-11-26,"Ivory Coast",3
"470",2010-11-27,"Ivory Coast",2
"471",2010-11-28,"Ivory Coast",3
"472",2010-12-01,"Ivory Coast",2
"473",2010-12-02,"Ivory Coast",1
"474",2010-12-03,"Ivory Coast",2
"475",2010-12-04,"Ivory Coast",5
"476",2010-12-05,"Ivory Coast",2
"477",2010-12-06,"Ivory Coast",3
"478",2010-12-09,"Ivory Coast",1
"479",2010-12-13,"Ivory Coast",1
"480",2010-12-14,"Ivory Coast",3
"481",2010-12-15,"Ivory Coast",3
"482",2010-12-16,"Ivory Coast",9
"483",2010-12-17,"Ivory Coast",4
"484",2010-12-18,"Ivory Coast",2
"485",2010-12-19,"Ivory Coast",1
"486",2010-12-24,"Ivory Coast",1
"487",2010-12-29,"Ivory Coast",1
"488",2011-01-04,"Ivory Coast",2
"489",2011-01-05,"Ivory Coast",1
"490",2011-01-06,"Ivory Coast",1
"491",2011-01-09,"Ivory Coast",1
"492",2011-01-11,"Ivory Coast",4
"493",2011-01-12,"Ivory Coast",1
"494",2011-01-13,"Ivory Coast",2
"495",2011-01-17,"Ivory Coast",1
"496",2011-02-10,"Ivory Coast",1
"497",2011-02-19,"Ivory Coast",1
"498",2011-02-20,"Ivory Coast",2
"499",2011-02-21,"Ivory Coast",3
"500",2011-02-22,"Ivory Coast",5
"501",2011-02-23,"Ivory Coast",1
"502",2011-02-24,"Ivory Coast",4
"503",2011-02-25,"Ivory Coast",5
"504",2011-02-26,"Ivory Coast",4
"505",2011-02-27,"Ivory Coast",2
"506",2011-02-28,"Ivory Coast",2
"507",2011-03-01,"Ivory Coast",6
"508",2011-03-02,"Ivory Coast",3
"509",2011-03-03,"Ivory Coast",2
"510",2011-03-04,"Ivory Coast",1
"511",2011-03-05,"Ivory Coast",1
"512",2011-03-06,"Ivory Coast",5
"513",2011-03-07,"Ivory Coast",6
"514",2011-03-08,"Ivory Coast",6
"515",2011-03-09,"Ivory Coast",2
"516",2011-03-10,"Ivory Coast",2
"517",2011-03-11,"Ivory Coast",1
"518",2011-03-12,"Ivory Coast",1
"519",2011-03-13,"Ivory Coast",4
"520",2011-03-14,"Ivory Coast",2
"521",2011-03-15,"Ivory Coast",9
"522",2011-03-16,"Ivory Coast",5
"523",2011-03-17,"Ivory Coast",3
"524",2011-03-18,"Ivory Coast",1
"525",2011-03-20,"Ivory Coast",1
"526",2011-03-21,"Ivory Coast",3
"527",2011-03-22,"Ivory Coast",1
"528",2011-03-23,"Ivory Coast",2
"529",2011-03-24,"Ivory Coast",1
"530",2011-03-25,"Ivory Coast",1
"531",2011-03-26,"Ivory Coast",1
"532",2011-03-28,"Ivory Coast",8
"533",2011-03-29,"Ivory Coast",8
"534",2011-03-30,"Ivory Coast",7
"535",2011-03-31,"Ivory Coast",6
"536",2011-04-01,"Ivory Coast",1
"537",2011-04-02,"Ivory Coast",3
"538",2011-04-03,"Ivory Coast",2
"539",2011-04-04,"Ivory Coast",4
"540",2011-04-05,"Ivory Coast",1
"541",2011-04-06,"Ivory Coast",1
"542",2011-04-07,"Ivory Coast",2
"543",2011-04-08,"Ivory Coast",1
"544",2011-04-09,"Ivory Coast",1
"545",2011-04-10,"Ivory Coast",1
"546",2011-04-11,"Ivory Coast",2
"547",2011-04-12,"Ivory Coast",2
"548",2011-04-13,"Ivory Coast",5
"549",2011-04-14,"Ivory Coast",2
"550",2011-04-15,"Ivory Coast",3
"551",2011-04-16,"Ivory Coast",1
"552",2011-04-17,"Ivory Coast",1
"553",2011-04-18,"Ivory Coast",1
"554",2011-04-19,"Ivory Coast",1
"555",2011-04-20,"Ivory Coast",3
"556",2011-04-21,"Ivory Coast",1
"557",2011-04-25,"Ivory Coast",2
"558",2011-04-26,"Ivory Coast",1
"559",2011-04-27,"Ivory Coast",2
"560",2011-05-02,"Ivory Coast",1
"561",2011-05-03,"Ivory Coast",3
"562",2011-05-04,"Ivory Coast",2
"563",2011-05-05,"Ivory Coast",2
"564",2011-05-06,"Ivory Coast",1
"565",2011-05-08,"Ivory Coast",1
"566",2011-05-15,"Ivory Coast",1
"567",2011-05-22,"Ivory Coast",1
"568",2011-05-23,"Ivory Coast",1
"569",2011-05-24,"Ivory Coast",1
"570",2011-05-25,"Ivory Coast",1
"571",2011-06-01,"Ivory Coast",3
"572",2011-06-15,"Ivory Coast",1
"573",2011-07-15,"Ivory Coast",1
"574",2011-08-15,"Ivory Coast",1
"575",2011-09-15,"Ivory Coast",4
"576",2011-09-17,"Ivory Coast",1
"577",2011-10-04,"Ivory Coast",1
"578",2011-10-08,"Ivory Coast",1
"579",2011-10-14,"Ivory Coast",1
"580",2011-10-15,"Ivory Coast",2
"581",2011-10-30,"Ivory Coast",1
"582",2011-11-01,"Ivory Coast",2
"583",2011-12-05,"Ivory Coast",1
"584",2011-12-07,"Ivory Coast",1
"585",2011-12-17,"Ivory Coast",1
"586",2011-12-18,"Ivory Coast",1
"587",2011-12-19,"Ivory Coast",1
"588",2011-12-26,"Ivory Coast",3
"589",2012-01-04,"Ivory Coast",1
"590",2012-03-19,"Ivory Coast",1
"591",2012-04-07,"Ivory Coast",1
"592",2012-04-24,"Ivory Coast",1
"593",2012-06-05,"Ivory Coast",1
"594",2012-06-06,"Ivory Coast",1
"595",2012-06-07,"Ivory Coast",1
"596",2012-06-08,"Ivory Coast",2
"597",2012-06-13,"Ivory Coast",1
"598",2012-06-17,"Ivory Coast",1
"599",2012-07-19,"Ivory Coast",1
"600",2012-07-20,"Ivory Coast",1
"601",2012-08-04,"Ivory Coast",3
"602",2012-08-05,"Ivory Coast",1
"603",2012-08-06,"Ivory Coast",1
"604",2012-08-07,"Ivory Coast",1
"605",2012-08-11,"Ivory Coast",3
"606",2012-08-14,"Ivory Coast",1
"607",2012-08-15,"Ivory Coast",3
