"","EVENT_DATE","COUNTRY","number"
"287",2012-12-04,"Mali",1
"288",2012-12-06,"Mali",1
"289",2012-12-08,"Mali",2
"290",2012-12-11,"Mali",1
"291",2012-12-23,"Mali",2
"292",2012-12-29,"Mali",1
"293",2012-12-31,"Mali",1
"294",2013-01-02,"Mali",1
"295",2013-01-03,"Mali",1
"296",2013-01-07,"Mali",4
"297",2013-01-08,"Mali",1
"298",2013-01-09,"Mali",4
"299",2013-01-10,"Mali",7
"300",2013-01-11,"Mali",7
"301",2013-01-12,"Mali",8
"302",2013-01-13,"Mali",3
"303",2013-01-14,"Mali",10
"304",2013-01-15,"Mali",5
"305",2013-01-16,"Mali",6
"306",2013-01-17,"Mali",3
"307",2013-01-18,"Mali",2
"308",2013-01-20,"Mali",2
"309",2013-01-21,"Mali",3
"310",2013-01-22,"Mali",1
"311",2013-01-24,"Mali",4
"312",2013-01-25,"Mali",3
"313",2013-01-26,"Mali",3
"314",2013-01-27,"Mali",4
"315",2013-01-28,"Mali",9
"316",2013-01-29,"Mali",4
"317",2013-01-30,"Mali",4
"318",2013-01-31,"Mali",5
"319",2013-02-01,"Mali",2
"320",2013-02-02,"Mali",1
"321",2013-02-03,"Mali",1
"322",2013-02-04,"Mali",1
"323",2013-02-05,"Mali",3
"324",2013-02-06,"Mali",2
"325",2013-02-08,"Mali",6
"326",2013-02-09,"Mali",3
"327",2013-02-10,"Mali",6
"328",2013-02-11,"Mali",3
"329",2013-02-12,"Mali",1
"330",2013-02-13,"Mali",1
"331",2013-02-14,"Mali",1
"332",2013-02-15,"Mali",1
"333",2013-02-16,"Mali",1
"334",2013-02-17,"Mali",1
"335",2013-02-18,"Mali",1
"336",2013-02-19,"Mali",2
"337",2013-02-20,"Mali",2
"338",2013-02-21,"Mali",6
"339",2013-02-22,"Mali",5
"340",2013-02-23,"Mali",5
"341",2013-02-24,"Mali",1
"342",2013-02-25,"Mali",1
"343",2013-02-26,"Mali",1
"344",2013-02-27,"Mali",2
"345",2013-03-01,"Mali",2
"346",2013-03-02,"Mali",1
"347",2013-03-03,"Mali",2
"348",2013-03-04,"Mali",1
"349",2013-03-06,"Mali",1
"350",2013-03-08,"Mali",3
"351",2013-03-12,"Mali",1
"352",2013-03-14,"Mali",1
"353",2013-03-15,"Mali",1
"354",2013-03-16,"Mali",3
"355",2013-03-18,"Mali",2
"356",2013-03-19,"Mali",1
"357",2013-03-20,"Mali",5
"358",2013-03-21,"Mali",1
"359",2013-03-22,"Mali",1
"360",2013-03-23,"Mali",1
"361",2013-03-24,"Mali",1
"362",2013-03-27,"Mali",1
"363",2013-03-28,"Mali",2
"364",2013-03-29,"Mali",1
"365",2013-03-30,"Mali",4
"366",2013-03-31,"Mali",2
"367",2013-04-01,"Mali",2
"368",2013-04-02,"Mali",2
"369",2013-04-04,"Mali",1
"370",2013-04-06,"Mali",1
"371",2013-04-12,"Mali",2
"372",2013-04-13,"Mali",1
"373",2013-04-15,"Mali",2
"374",2013-04-17,"Mali",1
"375",2013-04-21,"Mali",1
"376",2013-04-25,"Mali",1
"377",2013-04-28,"Mali",1
"378",2013-04-29,"Mali",1
"379",2013-05-04,"Mali",3
"380",2013-05-05,"Mali",1
"381",2013-05-06,"Mali",1
"382",2013-05-10,"Mali",2
"383",2013-05-11,"Mali",2
"384",2013-05-17,"Mali",1
"385",2013-05-25,"Mali",1
"386",2013-05-28,"Mali",1
"387",2013-05-30,"Mali",1
"388",2013-06-01,"Mali",2
"389",2013-06-02,"Mali",1
"390",2013-06-04,"Mali",1
"391",2013-06-05,"Mali",2
"392",2013-06-15,"Mali",1
"393",2013-06-17,"Mali",1
"394",2013-06-18,"Mali",1
"395",2013-06-22,"Mali",1
"396",2013-06-30,"Mali",1
"397",2013-07-01,"Mali",1
"398",2013-07-05,"Mali",2
"399",2013-07-06,"Mali",1
"400",2013-07-10,"Mali",1
"401",2013-07-19,"Mali",2
"402",2013-07-20,"Mali",1
"403",2013-07-23,"Mali",1
"404",2013-08-06,"Mali",1
"405",2013-08-11,"Mali",1
"406",2013-08-14,"Mali",1
"407",2013-08-18,"Mali",1
"408",2013-08-24,"Mali",1
"409",2013-08-29,"Mali",1
"410",2013-09-11,"Mali",1
"411",2013-09-15,"Mali",1
"412",2013-09-17,"Mali",2
"413",2013-09-19,"Mali",1
"414",2013-09-20,"Mali",1
"415",2013-09-27,"Mali",2
"416",2013-09-28,"Mali",1
"417",2013-09-29,"Mali",2
"418",2013-09-30,"Mali",3
"419",2013-10-01,"Mali",2
"420",2013-10-04,"Mali",1
"421",2013-10-05,"Mali",1
"422",2013-10-07,"Mali",1
"423",2013-10-08,"Mali",1
"424",2013-10-10,"Mali",1
"425",2013-10-14,"Mali",1
"426",2013-10-23,"Mali",1
"427",2013-10-30,"Mali",1
"428",2013-11-01,"Mali",1
"429",2013-11-02,"Mali",1
"430",2013-11-04,"Mali",2
"431",2013-11-08,"Mali",1
"432",2013-11-13,"Mali",1
"433",2013-11-14,"Mali",1
"434",2013-11-20,"Mali",1
"435",2013-11-21,"Mali",1
"436",2013-11-22,"Mali",1
"437",2013-11-24,"Mali",3
"438",2013-11-27,"Mali",2
"439",2013-11-28,"Mali",2
"440",2013-11-29,"Mali",1
"441",2013-11-30,"Mali",1
"442",2013-12-02,"Mali",1
"443",2013-12-03,"Mali",1
"444",2013-12-07,"Mali",1
"445",2013-12-08,"Mali",1
"446",2013-12-10,"Mali",1
"447",2013-12-14,"Mali",2
"448",2013-12-16,"Mali",2
"449",2013-12-23,"Mali",1
"450",2013-12-26,"Mali",2
"451",2013-12-27,"Mali",1
"452",2013-12-28,"Mali",1
"453",2014-01-06,"Mali",1
"454",2014-01-10,"Mali",1
"455",2014-01-13,"Mali",1
"456",2014-01-20,"Mali",1
"457",2014-01-22,"Mali",2
